,country,city_ascii,iso3
10015,United States,Deerfield,USA
10016,United States,Sylvania,USA
10017,United States,Maple Shade,USA
10018,United States,Altus,USA
10019,Peru,Contamana,PER
10020,United States,Whitehall,USA
10021,Somalia,Eyl,SOM
10022,United States,Rio Rico,USA
10023,United States,Macomb,USA
10024,United States,East Lyme,USA
10025,United States,Breaux Bridge,USA
10026,United States,White Oak,USA
10027,United States,Grandview,USA
10028,United States,Berea,USA
10029,United States,Erlanger,USA
10030,United States,Westborough,USA
10031,United States,Palestine,USA
10032,China,Qitai,CHN
10033,Mongolia,Dzuunharaa,MNG
10034,Colombia,Sonson,COL
10035,United States,Ansonia,USA
10036,United States,North Liberty,USA
10037,Russia,Slyudyanka,RUS
10038,United States,Cherry Hill,USA
10039,United States,Marinette,USA
10040,United States,Monroe,USA
10041,Chile,Nueva Imperial,CHL
10042,United States,Lexington,USA
10043,Bolivia,Villamontes,BOL
10044,Kazakhstan,Emba,KAZ
10045,United States,Uvalde,USA
10046,United States,Westbrook,USA
10047,United States,Onalaska,USA
10048,United States,Red Bluff,USA
10049,United States,Creve Coeur,USA
10050,United States,Altoona,USA
10051,United States,Marshfield,USA
10052,United States,Sudbury,USA
10053,United States,Forest Park,USA
10054,United States,Mayfield Heights,USA
10055,United States,Hopkins,USA
10056,United States,Meadowbrook,USA
10057,United States,Wilton,USA
10058,Russia,Kavalerovo,RUS
10059,Guatemala,Puerto San Jose,GTM
10060,United States,Bay City,USA
10061,Burkina Faso,Orodara,BFA
10062,United States,Ronkonkoma,USA
10063,Peru,Huanta,PER
10064,United States,Brook Park,USA
10065,Australia,Maitland,AUS
10066,United States,Middle,USA
10067,Russia,Vanino,RUS
10068,Canada,Cranbrook,CAN
10069,United States,Springboro,USA
10070,Kyrgyzstan,Cholpon-Ata,KGZ
10071,United States,Westminster,USA
10072,United States,Seminole,USA
10073,United States,Rutland,USA
10074,United States,Iron Mountain,USA
10075,United States,Martha Lake,USA
10076,United States,Holden,USA
10077,United States,Moultrie,USA
10078,United States,Cocoa,USA
10079,United States,Wantagh,USA
10080,United States,Defiance,USA
10081,United States,Grafton,USA
10082,United States,Gautier,USA
10083,United States,Spanish Lake,USA
10084,United States,Whitestown,USA
10085,United States,Scituate,USA
10086,United States,Niles,USA
10087,Angola,Luau,AGO
10088,Mali,Nara,MLI
10089,China,Dayan,CHN
10090,United States,Round Lake,USA
10091,Russia,Kyakhta,RUS
10092,United States,Bourbonnais,USA
10093,United States,Melville,USA
10094,United States,Five Corners,USA
10095,United States,Silverthorne,USA
10096,United States,North Wilkesboro,USA
10097,United States,Avon,USA
10098,United States,Arcadia,USA
10099,United States,Durant,USA
10100,United States,Aberdeen,USA
10101,United States,Bensenville,USA
10102,United States,Stafford,USA
10103,United States,Nanuet,USA
10104,United States,Rancho Mirage,USA
10105,United States,Crawfordsville,USA
10106,Argentina,Charata,ARG
10107,United States,Mattoon,USA
10108,United States,North Druid Hills,USA
10109,United States,Southeast,USA
10110,United States,Cudahy,USA
10111,United States,Katy,USA
10112,Argentina,Lobos,ARG
10113,United States,Gibsonton,USA
10114,United States,Beeville,USA
10115,Thailand,Bua Yai,THA
10116,United States,Somerset,USA
10117,United States,Trenton,USA
10118,United States,Madison,USA
10119,United States,North Aurora,USA
10120,United States,Sharon,USA
10121,United States,Wheatfield,USA
10122,United States,Central Point,USA
10123,United States,Pembroke,USA
10124,Australia,Traralgon,AUS
10125,United States,Maumelle,USA
10126,United States,Cinco Ranch,USA
10127,Australia,Murray Bridge,AUS
10128,United States,Kilgore,USA
10129,United States,Eastlake,USA
10130,South Africa,Middelburg,ZAF
10131,Sweden,Kiruna,SWE
10132,United States,Tillmans Corner,USA
10133,United States,Calverton,USA
10134,United States,St. Matthews,USA
10135,Chile,Diego de Almagro,CHL
10136,United States,Hannibal,USA
10137,United States,Ingleside,USA
10138,Algeria,Hassi Messaoud,DZA
10139,United States,Manchester,USA
10140,Russia,Abaza,RUS
10141,United States,El Dorado,USA
10142,United States,Scarsdale,USA
10143,United States,Oxon Hill,USA
10144,United States,Newburyport,USA
10145,United States,Shenandoah,USA
10146,United States,New Castle,USA
10147,United States,Menomonie,USA
10148,United States,Sycamore,USA
10149,United States,Franklin Park,USA
10150,Puerto Rico,Humacao,PRI
10151,United States,Beaver Dam,USA
10152,United States,Steubenville,USA
10153,Peru,Requena,PER
10154,United States,Madison,USA
10155,United States,Santa Fe Springs,USA
10156,South Africa,Port Alfred,ZAF
10157,United States,Anacortes,USA
10158,United States,Bedford,USA
10159,United States,Lenoir,USA
10160,Russia,Kurtamysh,RUS
10161,United States,Gretna,USA
10162,United States,Lackawanna,USA
10163,United States,Berea,USA
10164,United States,Apollo Beach,USA
10165,United States,Sunnyside,USA
10166,Burkina Faso,Po,BFA
10167,United States,Marco Island,USA
10168,United States,Goffstown,USA
10169,Niger,Nguigmi,NER
10170,Canada,Edmundston,CAN
10171,United States,Beltsville,USA
10172,United States,Huntington,USA
10173,United States,Ada,USA
10174,China,Yuanquan,CHN
10175,United States,Cary,USA
10176,Russia,Sovetsk,RUS
10177,United States,Rockland,USA
10178,United States,Safety Harbor,USA
10179,United States,Colonial Heights,USA
10180,United States,Salem,USA
10181,United States,White Settlement,USA
10182,United States,Plainville,USA
10183,United States,Fayetteville,USA
10184,United States,Tinton Falls,USA
10185,United States,Tullahoma,USA
10186,United States,Springfield,USA
10187,United States,Lithia Springs,USA
10188,United States,Marion,USA
10189,United States,Jenison,USA
10190,United States,Wallingford Center,USA
10191,United States,Sartell,USA
10192,United States,Menasha,USA
10193,United States,Cimarron Hills,USA
10194,United States,Easton,USA
10195,United States,South Hadley,USA
10196,United States,Windham,USA
10197,United States,Blooming Grove,USA
10198,United States,Hinsdale,USA
10199,New Zealand,Ashton,NZL
10200,United States,Fish Hawk,USA
10201,United States,Maryland City,USA
10202,United States,Ocean Springs,USA
10203,Congo (Kinshasa),Zongo,COD
10204,United States,Radford,USA
10205,United States,Centerville,USA
10206,United States,Concord,USA
10207,United States,Godfrey,USA
10208,United States,Pampa,USA
10209,Gabon,Bitam,GAB
10210,United States,Moraga,USA
10211,United States,Ferndale,USA
10212,United States,Rosedale,USA
10213,Kazakhstan,Zaysan,KAZ
10214,United States,San Carlos Park,USA
10215,Australia,Tuncurry,AUS
10216,Burkina Faso,Tougan,BFA
10217,United States,Avon,USA
10218,United States,St. Michael,USA
10219,United States,Glenvar Heights,USA
10220,United States,Albert Lea,USA
10221,United States,Fort Mill,USA
10222,United States,Maitland,USA
10223,United States,Tallmadge,USA
10224,United States,Willimantic,USA
10225,United States,Imperial,USA
10226,United States,Zachary,USA
10227,United States,Springfield,USA
10228,United States,Anoka,USA
10229,United States,Sayre,USA
10230,United States,Five Forks,USA
10231,United States,Nederland,USA
10232,Nepal,Ilam,NPL
10233,Burkina Faso,Boulsa,BFA
10234,United States,Colonia,USA
10235,Afghanistan,Karukh,AFG
10236,United States,Ashland,USA
10237,United States,North Adams,USA
10238,United States,Lindenwold,USA
10239,United States,Portsmouth,USA
10240,United States,Amesbury Town,USA
10241,Tanzania,Same,TZA
10242,United States,Foxborough,USA
10243,Argentina,Veinticinco de Mayo,ARG
10244,United States,Bon Air,USA
10245,United States,Oneonta,USA
10246,United States,Martinsburg,USA
10247,United States,Buckhall,USA
10248,Australia,Broken Hill,AUS
10249,United States,Butner,USA
10250,Argentina,Eldorado,ARG
10251,United States,Lincoln,USA
10252,United States,Palos Hills,USA
10253,United States,Lynden,USA
10254,United States,Mesquite,USA
10255,United States,Crossville,USA
10256,United States,Redland,USA
10257,United States,Colchester,USA
10258,United States,Sylacauga,USA
10259,United States,North Canton,USA
10260,United States,Portland,USA
10261,United States,Pendleton,USA
10262,United States,Alton,USA
10263,United States,Ashwaubenon,USA
10264,United States,Americus,USA
10265,United States,Shippensburg,USA
10266,United States,West Columbia,USA
10267,United States,St. John,USA
10268,United States,Versailles,USA
10269,United States,Shorewood,USA
10270,Mali,Kangaba,MLI
10271,United States,Wyckoff,USA
10272,United States,Knik-Fairview,USA
10273,United States,North Babylon,USA
10274,United States,Laurel,USA
10275,United States,Clive,USA
10276,United States,Killingly,USA
10277,United States,Gorham,USA
10278,United States,Dallas,USA
10279,Russia,Pallasovka,RUS
10280,South Africa,Bloemhof,ZAF
10281,Sudan,Wadi Halfa',SDN
10282,United States,La Vista,USA
10283,United States,South Ogden,USA
10284,United States,Wolf Trap,USA
10285,United States,Dickson,USA
10286,United States,Kingsland,USA
10287,United States,Lemont,USA
10288,United States,Brookfield,USA
10289,United States,Sunland Park,USA
10290,United States,Cedar Mill,USA
10291,United States,Streator,USA
10292,Russia,Plast,RUS
10293,United States,El Reno,USA
10294,United States,Bethpage,USA
10295,Dominican Republic,Monte Cristi,DOM
10296,Russia,Nevel'sk,RUS
10297,Angola,Ambriz,AGO
10298,United States,Wailuku,USA
10299,Madagascar,Ihosy,MDG
10300,Ecuador,Pinas,ECU
10301,United States,Fort Hunt,USA
10302,United States,McKinleyville,USA
10303,United States,Wayne,USA
10304,United States,North Decatur,USA
10305,United States,Phoenixville,USA
10306,United States,Florence,USA
10307,United States,Bellingham,USA
10308,United States,Webster,USA
10309,United States,Vero Beach,USA
10310,United States,Brenham,USA
10311,United States,Southbridge Town,USA
10312,United States,Lemay,USA
10313,United States,Batavia,USA
10314,United States,Albemarle,USA
10315,Tanzania,Ngara,TZA
10316,United States,Cohoes,USA
10317,United States,Goodlettsville,USA
10318,United States,Tavares,USA
10319,United States,Lock Haven,USA
10320,United States,El Segundo,USA
10321,Paraguay,Bella Vista,PRY
10322,United States,Norcross,USA
10323,United States,Neabsco,USA
10324,United States,Myrtle Grove,USA
10325,United States,Morris,USA
10326,United States,Wilton,USA
10327,United States,Denville,USA
10328,Madagascar,Tolanaro,MDG
10329,United States,Washington,USA
10330,Australia,Karratha,AUS
10331,United States,Estelle,USA
10332,United States,Bristol,USA
10333,United States,Geddes,USA
10334,United States,Troy,USA
10335,Tanzania,Mikumi,TZA
10336,United States,Burlington,USA
10337,United States,La Marque,USA
10338,United States,Otsego,USA
10339,United States,Delran,USA
10340,United States,Buffalo,USA
10341,South Africa,Mossel Bay,ZAF
10342,United States,Solvang,USA
10343,United States,Mercedes,USA
10344,United States,Kings Park,USA
10345,United States,Bemidji,USA
10346,United States,Terrell,USA
10347,Madagascar,Morombe,MDG
10348,United States,Hopkinton,USA
10349,United States,Oconomowoc,USA
10350,United States,Seagoville,USA
10351,United States,Nipomo,USA
10352,United States,Groveton,USA
10353,United States,Mount Pleasant,USA
10354,United States,Wolcott,USA
10355,United States,Perry,USA
10356,United States,Lake Placid,USA
10357,Colombia,Puerto Lopez,COL
10358,Russia,Poronaysk,RUS
10359,United States,Valle Vista,USA
10360,United States,Clemson,USA
10361,United States,Oak Grove,USA
10362,United States,Eden,USA
10363,United States,Holmdel,USA
10364,United States,Donna,USA
10365,United States,Lakeport,USA
10366,United States,Anna,USA
10367,New Zealand,Macetown,NZL
10368,United States,Coldwater,USA
10369,United States,Fairview Heights,USA
10370,United States,Highland Village,USA
10371,United States,Seymour,USA
10372,Switzerland,Bellinzona,CHE
10373,United States,Country Club Hills,USA
10374,Iceland,Akureyri,ISL
10375,Russia,Kamenka,RUS
10376,United States,Troutdale,USA
10377,United States,Mountain Home,USA
10378,United States,Auburn,USA
10379,United States,Vienna,USA
10380,United States,Stuart,USA
10381,United States,Cinnaminson,USA
10382,United States,Ham Lake,USA
10383,United States,Woodcrest,USA
10384,United States,Centralia,USA
10385,United States,Morganton,USA
10386,United States,Lindsay,USA
10387,United States,Ladson,USA
10388,United States,Yelm,USA
10389,United States,Opa-locka,USA
10390,United States,Lake Mary,USA
10391,United States,Westchester,USA
10392,United States,Spanish Springs,USA
10393,United States,Riverdale,USA
10394,United States,Douglas,USA
10395,United States,Northbridge,USA
10396,United States,Port Jervis,USA
10397,United States,Wendell,USA
10398,United States,East Greenbush,USA
10399,United States,McComb,USA
10400,Dominican Republic,Dajabon,DOM
10401,Chile,Collipulli,CHL
10402,United States,Blytheville,USA
10403,United States,Sarasota Springs,USA
10404,Tanzania,Karema,TZA
10405,Dominican Republic,Sabaneta,DOM
10406,United States,Sikeston,USA
10407,United States,Streetsboro,USA
10408,United States,Burrillville,USA
10409,Australia,Gawler,AUS
10410,United States,Swansea,USA
10411,United States,Glen Allen,USA
10412,United States,Bridgeview,USA
10413,Russia,Kupino,RUS
10414,United States,Center Point,USA
10415,United States,Mount Clemens,USA
10416,United States,Sienna Plantation,USA
10417,United States,North Myrtle Beach,USA
10418,United States,Fort Leonard Wood,USA
10419,United States,Bastrop,USA
10420,United States,Morton,USA
10421,United States,Republic,USA
10422,United States,Fairview Park,USA
10423,United States,Dixon,USA
10424,United States,Evans,USA
10425,United States,Abington,USA
10426,Colombia,San Martin,COL
10427,United States,Three Lakes,USA
10428,United States,Fort Thomas,USA
10429,United States,Jasper,USA
10430,United States,New Port Richey,USA
10431,United States,Ocean Acres,USA
10432,United States,Alma,USA
10433,United States,Barrington,USA
10434,United States,Laguna Woods,USA
10435,United States,Tanque Verde,USA
10436,Greece,Sparti,GRC
10437,United States,Prospect Heights,USA
10438,United States,Burley,USA
10439,Peru,Huarmey,PER
10440,Paraguay,Horqueta,PRY
10441,United States,Athens,USA
10442,United States,Buda,USA
10443,United States,East Longmeadow,USA
10444,United States,Gainesville,USA
10445,United States,Monroe,USA
10446,United States,Griffith,USA
10447,United States,Durham,USA
10448,United States,Sayville,USA
10449,United States,Washington,USA
10450,United States,Taylor,USA
10451,United States,Hope Mills,USA
10452,United States,Pearl River,USA
10453,United States,Highland Springs,USA
10454,United States,Middletown,USA
10455,United States,Upper Grand Lagoon,USA
